session_id,user_id,content_id,watch_date,watch_duration_minutes,completion_percentage,device_type,quality_level
S215059,U4818,S082,2024-04-18,37,80.8,Tablet,HD
S215060,U4818,M168,2024-03-20,34,24.5,Mobile,HD
S215061,U4818,M116,2024-07-14,136,100.0,Mobile,4K
S215062,U4818,S005,2024-01-09,25,89.0,Tablet,HD
S215063,U4818,S084,2024-04-13,30,57.5,Smart TV,4K
S215064,U4818,M165,2024-08-18,151,99.1,Tablet,HD
S215065,U4818,M111,2024-08-19,87,90.5,Mobile,HD
S215066,U4818,S034,2024-01-20,18,67.5,Smart TV,4K
S215067,U4818,M029,2024-03-01,71,58.1,Mobile,SD
S215068,U4818,M077,2024-01-01,87,86.2,Mobile,4K
S215069,U4818,M064,2024-04-06,113,100.0,Smart TV,4K
S215070,U4818,M063,2024-01-17,95,91.7,Smart TV,SD
S215071,U4818,M134,2024-08-30,74,56.3,Tablet,4K
S215072,U4818,M051,2024-01-03,143,92.7,Tablet,4K
S215073,U4818,S061,2024-03-30,36,73.1,Gaming Console,4K
S215074,U4818,M098,2024-08-20,95,66.9,Smart TV,SD
S215075,U4818,M059,2024-04-29,132,90.7,Mobile,HD
S215076,U4818,M063,2024-08-09,84,80.8,Desktop,HD
S215077,U4818,M072,2024-07-14,101,80.8,Mobile,HD
S215078,U4818,M183,2024-07-05,55,63.6,Tablet,HD
S215079,U4818,M134,2024-07-26,125,94.7,Desktop,4K
S215080,U4818,S090,2024-03-05,46,95.1,Mobile,4K
S215081,U4818,M085,2024-07-20,150,100.0,Desktop,SD
S215082,U4818,M017,2024-01-15,86,89.1,Mobile,HD
S215083,U4818,M016,2024-02-03,71,75.7,Smart TV,HD
S215084,U4818,S069,2024-08-13,27,55.6,Desktop,HD
S215085,U4818,M147,2024-01-17,91,98.1,Smart TV,HD
S215086,U4818,S026,2024-07-19,44,75.6,Tablet,HD
S215087,U4818,M083,2024-02-04,101,87.6,Mobile,SD
S215088,U4818,M134,2024-08-24,131,98.6,Smart TV,4K
S215089,U4818,M058,2024-04-06,173,100.0,Smart TV,4K
S215090,U4818,S074,2024-02-06,45,96.2,Gaming Console,HD
S215091,U4818,M152,2024-06-24,105,69.2,Mobile,HD
S215092,U4818,M132,2024-01-17,93,88.6,Smart TV,HD
S215093,U4818,S065,2024-08-27,27,61.8,Desktop,SD
S215094,U4818,S046,2024-02-23,12,60.6,Tablet,4K
S215095,U4818,S028,2024-07-09,33,73.4,Mobile,HD
S215096,U4818,M071,2024-03-21,89,88.1,Tablet,HD
S215097,U4818,M032,2024-06-21,51,38.8,Desktop,HD
S215098,U4818,S076,2024-08-13,34,71.4,Smart TV,HD
S215099,U4818,S049,2024-08-07,14,39.3,Tablet,HD
S215100,U4818,S072,2024-08-16,12,60.6,Smart TV,SD
S215101,U4818,M190,2024-07-14,118,100.0,Smart TV,4K
S215102,U4818,M149,2024-07-25,63,53.5,Smart TV,4K
S215103,U4818,M014,2024-08-30,115,95.0,Gaming Console,HD
S215104,U4818,M037,2024-05-07,67,75.2,Mobile,HD
S215105,U4818,M199,2024-08-06,139,79.9,Smart TV,HD
S215106,U4819,S093,2024-08-24,47,100.0,Mobile,HD
S215107,U4819,M143,2024-06-28,142,93.8,Desktop,HD
S215108,U4819,M024,2024-02-20,133,83.7,Smart TV,4K
S215109,U4819,M063,2024-06-21,101,97.9,Tablet,4K
S215110,U4819,M122,2024-07-24,79,50.4,Smart TV,HD
S215111,U4819,M170,2024-01-13,125,100.0,Smart TV,HD
S215112,U4819,S015,2024-07-13,30,100.0,Smart TV,HD
S215113,U4819,M049,2024-01-08,118,94.1,Desktop,4K
S215114,U4819,S096,2024-05-25,39,65.5,Smart TV,4K
S215115,U4819,M005,2024-08-30,146,86.8,Desktop,4K
S215116,U4819,M071,2024-04-18,101,99.2,Smart TV,HD
S215117,U4819,M064,2024-05-17,99,88.3,Mobile,HD
S215118,U4819,S083,2024-05-09,46,87.2,Mobile,4K
S215119,U4819,M141,2024-02-11,147,100.0,Mobile,HD
S215120,U4819,S045,2024-08-03,24,100.0,Mobile,HD
S215121,U4819,M190,2024-04-04,112,95.1,Mobile,HD
S215122,U4819,M026,2024-08-21,150,92.0,Mobile,HD
S215123,U4819,M140,2024-04-04,89,82.6,Desktop,4K
S215124,U4819,S067,2024-02-17,60,100.0,Mobile,HD
S215125,U4819,M122,2024-02-21,143,91.6,Desktop,HD
S215126,U4819,S098,2024-03-11,54,95.4,Desktop,SD
S215127,U4819,M139,2024-04-06,129,100.0,Mobile,SD
S215128,U4819,M017,2024-01-16,89,92.7,Mobile,SD
S215129,U4819,S064,2024-06-14,34,93.7,Tablet,HD
S215130,U4819,M197,2024-04-30,155,98.7,Mobile,4K
S215131,U4819,M190,2024-08-18,118,100.0,Mobile,HD
S215132,U4819,S082,2024-07-02,41,90.9,Smart TV,HD
S215133,U4819,M009,2024-02-11,90,100.0,Smart TV,HD
S215134,U4819,S079,2024-06-18,40,88.1,Mobile,4K
S215135,U4819,M112,2024-05-20,160,96.2,Mobile,HD
S215136,U4819,M153,2024-07-08,166,93.1,Gaming Console,4K
S215137,U4819,M009,2024-08-03,90,100.0,Mobile,HD
S215138,U4819,M041,2024-05-11,117,100.0,Mobile,HD
S215139,U4819,S017,2024-01-16,24,64.2,Desktop,4K
S215140,U4819,M033,2024-08-19,104,87.7,Smart TV,SD
S215141,U4819,S063,2024-08-19,40,80.4,Smart TV,HD
S215142,U4819,M184,2024-07-14,84,100.0,Desktop,4K
S215143,U4819,S022,2024-05-27,33,90.5,Smart TV,4K
S215144,U4819,S032,2024-03-22,32,87.4,Desktop,HD
S215145,U4819,M051,2024-04-11,142,91.8,Smart TV,SD
S215146,U4819,M135,2024-01-16,157,91.4,Smart TV,4K
S215147,U4819,S048,2024-04-29,26,90.9,Mobile,HD
S215148,U4819,S039,2024-02-22,51,98.8,Desktop,4K
S215149,U4819,M117,2024-06-30,170,100.0,Mobile,SD
S215150,U4819,M132,2024-02-19,103,97.2,Tablet,4K
S215151,U4819,M043,2024-05-04,134,100.0,Mobile,HD
S215152,U4819,M017,2024-06-26,82,85.2,Smart TV,4K
S215153,U4819,M118,2024-04-20,123,100.0,Mobile,HD
S215154,U4819,M140,2024-07-21,108,100.0,Smart TV,HD
S215155,U4819,S012,2024-06-30,34,100.0,Smart TV,4K
S215156,U4819,M170,2024-06-17,123,98.6,Smart TV,4K
S215157,U4819,S061,2024-07-08,41,83.0,Mobile,SD
S215158,U4819,M017,2024-03-29,78,80.7,Mobile,SD
S215159,U4819,S051,2024-08-03,23,100.0,Desktop,4K
S215160,U4819,S059,2024-06-18,25,92.9,Smart TV,4K
S215161,U4819,M121,2024-03-25,151,99.3,Smart TV,4K
S215162,U4819,M122,2024-05-07,134,85.5,Smart TV,4K
S215163,U4819,M161,2024-07-11,96,91.7,Smart TV,4K
S215164,U4819,S094,2024-03-12,44,98.5,Gaming Console,SD
S215165,U4819,M119,2024-07-20,138,100.0,Smart TV,HD
S215166,U4819,S093,2024-04-06,47,100.0,Mobile,HD
S215167,U4819,S069,2024-01-21,49,100.0,Mobile,4K
S215168,U4819,M014,2024-08-06,108,88.8,Tablet,HD
S215169,U4819,M001,2024-08-23,162,90.8,Desktop,4K
S215170,U4819,S098,2024-03-29,54,96.4,Desktop,4K
S215171,U4819,S010,2024-08-24,51,100.0,Smart TV,4K
S215172,U4819,M061,2024-07-05,86,87.1,Smart TV,HD
S215173,U4819,M041,2024-01-31,116,99.8,Smart TV,HD
S215174,U4819,M127,2024-06-24,165,92.4,Smart TV,4K
S215175,U4819,M023,2024-07-28,147,100.0,Smart TV,SD
S215176,U4819,S040,2024-02-05,33,98.4,Tablet,4K
S215177,U4819,S030,2024-03-11,53,92.1,Smart TV,HD
S215178,U4819,M014,2024-05-20,119,98.2,Desktop,SD
S215179,U4819,M073,2024-07-24,133,94.9,Mobile,HD
S215180,U4819,M004,2024-04-15,135,92.7,Tablet,HD
S215181,U4819,S040,2024-02-21,33,97.9,Mobile,SD
S215182,U4819,S006,2024-05-05,25,84.7,Mobile,4K
S215183,U4819,M142,2024-05-10,138,80.8,Tablet,HD
S215184,U4819,M032,2024-06-30,133,100.0,Smart TV,4K
S215185,U4819,M143,2024-07-08,124,81.6,Smart TV,HD
S215186,U4819,S080,2024-07-30,20,60.9,Desktop,HD
S215187,U4819,M009,2024-01-11,89,99.3,Smart TV,HD
S215188,U4819,M199,2024-06-15,175,100.0,Smart TV,HD
S215189,U4819,S093,2024-01-24,45,96.4,Smart TV,HD
S215190,U4819,M065,2024-03-27,92,90.8,Tablet,HD
S215191,U4819,M025,2024-08-29,161,99.6,Desktop,SD
S215192,U4819,M014,2024-06-29,122,100.0,Mobile,SD
S215193,U4819,M179,2024-07-03,157,89.8,Mobile,HD
S215194,U4820,S045,2024-02-04,18,75.8,Smart TV,4K
S215195,U4820,S045,2024-07-25,21,90.0,Tablet,HD
S215196,U4820,S085,2024-01-08,21,82.3,Smart TV,4K
S215197,U4820,M029,2024-05-24,91,74.5,Smart TV,SD
S215198,U4820,M132,2024-07-23,104,98.6,Mobile,SD
S215199,U4820,M086,2024-03-10,121,93.2,Tablet,HD
S215200,U4820,M064,2024-07-23,90,80.5,Smart TV,HD
S215201,U4820,S015,2024-02-28,6,22.7,Desktop,4K
S215202,U4820,S056,2024-01-08,41,71.1,Mobile,HD
S215203,U4820,M058,2024-03-07,150,86.7,Smart TV,SD
S215204,U4820,M080,2024-07-11,30,30.9,Mobile,4K
S215205,U4820,S028,2024-07-03,16,36.1,Mobile,HD
S215206,U4820,M086,2024-05-19,130,100.0,Smart TV,4K
S215207,U4820,M018,2024-01-31,83,99.2,Smart TV,HD
S215208,U4820,S083,2024-02-11,53,100.0,Desktop,4K
S215209,U4820,M152,2024-05-08,128,84.3,Mobile,HD
S215210,U4820,S085,2024-07-20,26,100.0,Smart TV,4K
S215211,U4820,M042,2024-04-10,140,86.1,Mobile,HD
S215212,U4820,M130,2024-07-01,109,80.1,Mobile,SD
S215213,U4820,M085,2024-08-13,131,87.5,Smart TV,SD
S215214,U4820,S069,2024-06-18,43,88.3,Tablet,HD
S215215,U4820,S008,2024-07-19,23,83.7,Mobile,SD
S215216,U4820,M142,2024-07-10,148,86.6,Tablet,HD
S215217,U4820,M091,2024-04-25,52,43.0,Smart TV,SD
S215218,U4820,M035,2024-01-29,28,25.3,Mobile,HD
S215219,U4820,M114,2024-04-09,38,24.8,Tablet,HD
S215220,U4820,M053,2024-08-08,115,71.5,Mobile,HD
S215221,U4820,M110,2024-08-03,107,84.4,Smart TV,4K
S215222,U4820,S071,2024-08-27,31,85.8,Smart TV,HD
S215223,U4820,S056,2024-01-01,12,21.0,Mobile,SD
S215224,U4820,S097,2024-04-29,4,11.5,Tablet,SD
S215225,U4820,M182,2024-01-14,180,100.0,Smart TV,4K
S215226,U4820,M075,2024-08-09,106,84.9,Smart TV,HD
S215227,U4820,M075,2024-01-02,106,85.1,Smart TV,4K
S215228,U4820,S076,2024-04-26,38,78.8,Mobile,HD
S215229,U4820,S009,2024-07-09,20,54.3,Mobile,SD
S215230,U4820,M191,2024-01-09,111,80.5,Mobile,HD
S215231,U4820,M150,2024-01-26,50,41.4,Desktop,4K
S215232,U4820,S098,2024-03-21,48,85.1,Desktop,HD
S215233,U4820,M141,2024-06-16,132,90.3,Mobile,SD
S215234,U4820,M142,2024-07-18,97,57.2,Mobile,SD
S215235,U4820,S093,2024-01-10,43,92.8,Tablet,HD
S215236,U4820,M024,2024-08-06,123,77.5,Desktop,4K
S215237,U4820,M151,2024-04-02,101,69.3,Mobile,HD
S215238,U4820,S058,2024-03-18,28,49.8,Tablet,4K
S215239,U4820,S031,2024-04-24,29,50.3,Desktop,HD
S215240,U4820,M071,2024-01-07,102,100.0,Mobile,HD
S215241,U4820,M166,2024-08-18,60,39.2,Smart TV,SD
S215242,U4820,S019,2024-07-30,16,40.2,Smart TV,HD
S215243,U4820,M188,2024-04-18,112,98.3,Tablet,SD
S215244,U4820,M190,2024-08-03,109,92.4,Mobile,HD
S215245,U4820,M174,2024-07-15,71,87.8,Desktop,4K
S215246,U4820,M176,2024-04-04,138,84.7,Tablet,SD
S215247,U4820,M055,2024-02-17,142,100.0,Desktop,HD
S215248,U4820,M036,2024-03-17,43,43.1,Smart TV,HD
S215249,U4820,M172,2024-07-03,119,84.5,Desktop,SD
S215250,U4820,M009,2024-06-17,86,95.6,Smart TV,HD
S215251,U4820,S035,2024-07-08,36,74.9,Smart TV,SD
S215252,U4820,S059,2024-06-26,22,84.6,Smart TV,HD
S215253,U4820,S021,2024-08-15,34,76.7,Smart TV,4K
S215254,U4820,S088,2024-03-12,6,11.3,Gaming Console,4K
S215255,U4820,S019,2024-02-18,18,46.5,Tablet,4K
S215256,U4820,S031,2024-03-29,47,80.7,Mobile,SD
S215257,U4820,M196,2024-08-07,18,18.6,Mobile,HD
S215258,U4820,M188,2024-01-11,12,10.6,Smart TV,HD
S215259,U4820,M048,2024-06-01,104,100.0,Smart TV,4K
S215260,U4820,S027,2024-05-30,30,61.9,Gaming Console,4K
S215261,U4820,M118,2024-07-07,123,100.0,Smart TV,SD
S215262,U4820,S069,2024-01-27,49,100.0,Smart TV,SD
S215263,U4820,M067,2024-03-16,104,82.9,Desktop,HD
S215264,U4820,M176,2024-04-23,133,81.7,Smart TV,HD
S215265,U4820,M071,2024-02-09,98,96.4,Tablet,SD
S215266,U4820,M077,2024-08-20,81,80.9,Smart TV,4K
S215267,U4820,M064,2024-06-07,106,93.8,Mobile,HD
S215268,U4821,M025,2024-06-24,157,97.0,Mobile,HD
S215269,U4821,M076,2024-01-01,114,68.8,Mobile,SD
S215270,U4821,S098,2024-08-03,57,100.0,Smart TV,HD
S215271,U4821,M137,2024-01-07,124,100.0,Mobile,HD
S215272,U4821,S081,2024-07-17,15,54.4,Smart TV,HD
S215273,U4821,S057,2024-02-17,23,100.0,Smart TV,HD
S215274,U4821,S052,2024-06-04,44,80.5,Smart TV,HD
S215275,U4821,M153,2024-03-20,160,89.4,Mobile,HD
S215276,U4821,S098,2024-02-27,53,93.2,Smart TV,4K
S215277,U4821,M033,2024-01-15,75,63.5,Mobile,HD
S215278,U4821,M059,2024-04-27,116,80.0,Smart TV,HD
S215279,U4821,M048,2024-06-13,100,96.5,Smart TV,4K
S215280,U4821,M168,2024-07-16,129,92.2,Mobile,HD
S215281,U4821,M099,2024-04-07,113,71.2,Smart TV,HD
S215282,U4821,S044,2024-08-02,24,53.9,Mobile,HD
S215283,U4821,M002,2024-02-20,91,63.0,Smart TV,HD
S215284,U4821,M022,2024-03-15,145,99.2,Mobile,HD
S215285,U4821,S072,2024-07-07,21,100.0,Mobile,HD
S215286,U4821,M176,2024-03-11,145,89.2,Smart TV,HD
S215287,U4821,M192,2024-04-26,118,84.0,Mobile,HD
S215288,U4821,S034,2024-05-19,27,100.0,Smart TV,HD
S215289,U4821,M009,2024-05-09,74,82.3,Smart TV,HD
S215290,U4821,M031,2024-03-27,91,88.1,Mobile,SD
S215291,U4822,M145,2024-08-06,156,94.3,Smart TV,HD
S215292,U4822,M114,2024-08-08,119,77.5,Mobile,HD
S215293,U4822,S090,2024-07-19,48,98.0,Smart TV,HD
S215294,U4822,M041,2024-08-21,108,92.6,Smart TV,HD
S215295,U4822,M071,2024-06-29,96,94.4,Smart TV,HD
S215296,U4822,S098,2024-06-08,57,100.0,Tablet,HD
S215297,U4822,M063,2024-02-20,88,85.5,Smart TV,HD
S215298,U4822,M100,2024-06-12,103,71.4,Desktop,HD
S215299,U4822,M085,2024-01-12,147,98.2,Mobile,SD
S215300,U4822,M058,2024-04-25,164,95.1,Desktop,4K
S215301,U4822,M093,2024-07-29,73,84.5,Desktop,4K
S215302,U4822,M120,2024-04-08,56,54.4,Smart TV,HD
S215303,U4822,M051,2024-04-29,142,91.7,Smart TV,HD
S215304,U4822,M063,2024-03-14,81,78.3,Smart TV,4K
S215305,U4822,M172,2024-07-23,123,87.3,Smart TV,4K
S215306,U4822,S083,2024-06-25,27,51.0,Tablet,HD
S215307,U4822,M150,2024-07-26,87,72.0,Smart TV,4K
S215308,U4822,S093,2024-02-17,47,100.0,Smart TV,HD
S215309,U4822,S002,2024-06-02,20,100.0,Mobile,SD
S215310,U4822,S028,2024-07-20,32,73.3,Mobile,HD
S215311,U4822,M077,2024-08-27,95,94.6,Desktop,HD
S215312,U4822,M072,2024-03-27,110,88.4,Smart TV,SD
S215313,U4822,M019,2024-05-24,31,37.5,Smart TV,SD
S215314,U4822,M187,2024-02-07,150,96.6,Smart TV,HD
S215315,U4822,M043,2024-08-20,109,81.5,Mobile,SD
S215316,U4822,S061,2024-06-21,34,69.7,Mobile,HD
S215317,U4822,S059,2024-04-25,24,92.2,Mobile,SD
S215318,U4822,M064,2024-06-16,113,100.0,Mobile,HD
S215319,U4822,M126,2024-07-11,95,85.7,Mobile,SD
S215320,U4822,S074,2024-05-15,44,95.0,Smart TV,HD
S215321,U4822,S063,2024-08-28,43,84.8,Smart TV,HD
S215322,U4822,M091,2024-05-01,44,36.1,Mobile,SD
S215323,U4822,S006,2024-07-18,26,88.2,Smart TV,4K
S215324,U4822,M028,2024-04-12,167,95.8,Mobile,4K
S215325,U4822,M069,2024-01-27,119,100.0,Desktop,HD
S215326,U4822,M064,2024-07-27,113,100.0,Mobile,SD
S215327,U4822,M085,2024-08-31,150,100.0,Desktop,4K
S215328,U4822,M098,2024-01-25,74,52.5,Smart TV,4K
S215329,U4822,S083,2024-01-04,50,95.3,Smart TV,4K
S215330,U4822,S061,2024-08-14,40,80.4,Mobile,HD
S215331,U4822,S077,2024-01-20,20,87.8,Tablet,HD
S215332,U4822,M036,2024-04-03,92,92.4,Smart TV,SD
S215333,U4822,M134,2024-05-15,66,50.3,Smart TV,HD
S215334,U4822,M181,2024-07-22,56,44.6,Tablet,HD
S215335,U4822,M003,2024-06-07,72,70.8,Smart TV,SD
S215336,U4822,M117,2024-08-12,127,75.2,Smart TV,HD
S215337,U4822,S042,2024-04-25,25,50.8,Smart TV,4K
S215338,U4822,M018,2024-04-05,80,96.2,Smart TV,4K
S215339,U4822,M180,2024-05-23,65,39.6,Mobile,HD
S215340,U4822,M043,2024-04-20,108,81.1,Tablet,HD
S215341,U4822,M043,2024-04-14,134,100.0,Mobile,HD
S215342,U4822,M120,2024-01-20,104,100.0,Mobile,HD
S215343,U4822,M057,2024-01-22,138,93.0,Mobile,SD
S215344,U4822,M112,2024-04-22,156,93.6,Smart TV,4K
S215345,U4822,S068,2024-06-19,13,53.3,Gaming Console,4K
S215346,U4822,M194,2024-02-23,93,89.4,Mobile,SD
S215347,U4822,S033,2024-06-28,16,58.6,Gaming Console,HD
S215348,U4822,S078,2024-02-18,25,100.0,Desktop,HD
S215349,U4822,M153,2024-02-10,145,81.1,Smart TV,HD
S215350,U4822,M065,2024-08-04,98,97.0,Mobile,HD
S215351,U4822,M139,2024-08-09,90,69.8,Smart TV,SD
S215352,U4822,M181,2024-02-21,103,82.0,Smart TV,SD
S215353,U4822,M129,2024-03-04,99,90.8,Desktop,SD
S215354,U4822,M092,2024-05-18,134,93.0,Smart TV,HD
S215355,U4822,S086,2024-01-26,29,51.0,Desktop,SD
S215356,U4822,S074,2024-07-11,38,82.5,Smart TV,4K
S215357,U4822,M004,2024-05-09,20,14.0,Tablet,HD
S215358,U4822,M120,2024-03-29,91,87.6,Mobile,4K
S215359,U4822,M024,2024-02-09,129,81.4,Desktop,HD
S215360,U4822,S099,2024-03-08,33,84.8,Mobile,SD
S215361,U4822,M196,2024-07-03,80,79.5,Desktop,HD
S215362,U4822,S060,2024-01-19,21,51.4,Mobile,HD
S215363,U4822,S017,2024-06-01,38,100.0,Tablet,HD
S215364,U4822,M052,2024-07-24,108,90.2,Mobile,4K
S215365,U4822,S027,2024-03-30,46,93.7,Smart TV,4K
S215366,U4822,M133,2024-07-03,109,88.8,Mobile,SD
S215367,U4822,M132,2024-05-09,88,83.9,Gaming Console,4K
S215368,U4822,S050,2024-05-23,38,98.2,Smart TV,SD
S215369,U4823,S052,2024-05-19,55,100.0,Tablet,HD
S215370,U4823,M162,2024-03-08,100,86.7,Mobile,HD
S215371,U4823,M094,2024-06-04,118,68.3,Desktop,4K
S215372,U4823,S034,2024-06-08,27,100.0,Desktop,SD
S215373,U4823,M118,2024-03-28,113,91.9,Mobile,HD
S215374,U4823,S060,2024-04-17,28,69.7,Smart TV,HD
S215375,U4823,S074,2024-06-21,27,59.1,Mobile,HD
S215376,U4823,M022,2024-04-09,144,98.2,Smart TV,SD
S215377,U4823,S077,2024-02-17,23,100.0,Desktop,HD
S215378,U4823,S069,2024-06-16,49,100.0,Mobile,SD
S215379,U4823,M120,2024-01-23,95,92.2,Mobile,SD
S215380,U4823,S067,2024-03-08,30,50.6,Tablet,HD
S215381,U4823,S049,2024-08-22,20,55.2,Mobile,SD
S215382,U4823,S051,2024-08-07,20,90.8,Smart TV,SD
S215383,U4823,M159,2024-08-16,62,64.8,Smart TV,HD
S215384,U4824,M127,2024-01-13,164,92.0,Mobile,HD
S215385,U4824,S067,2024-07-25,42,71.6,Smart TV,HD
S215386,U4824,S040,2024-03-08,30,89.3,Smart TV,HD
S215387,U4824,M077,2024-03-22,58,58.0,Smart TV,HD
S215388,U4824,S004,2024-02-18,36,63.0,Gaming Console,4K
S215389,U4824,S031,2024-04-16,54,91.8,Smart TV,SD
S215390,U4824,S100,2024-05-28,10,25.7,Smart TV,HD
S215391,U4824,S030,2024-08-25,44,76.0,Smart TV,SD
S215392,U4824,M132,2024-06-13,54,51.7,Mobile,SD
S215393,U4824,M054,2024-02-16,70,71.9,Smart TV,HD
S215394,U4824,S038,2024-08-13,32,62.1,Mobile,SD
S215395,U4824,M007,2024-03-18,54,40.1,Mobile,SD
S215396,U4824,M074,2024-04-01,86,59.0,Smart TV,SD
S215397,U4824,M012,2024-02-06,12,12.5,Smart TV,HD
S215398,U4824,S086,2024-04-24,43,75.7,Tablet,HD
S215399,U4824,M153,2024-07-13,179,100.0,Mobile,4K
S215400,U4824,M035,2024-07-20,77,69.2,Smart TV,HD
S215401,U4824,M065,2024-03-20,44,44.0,Smart TV,SD
S215402,U4824,M055,2024-03-31,142,100.0,Mobile,HD
S215403,U4824,M189,2024-07-02,48,54.1,Smart TV,4K
S215404,U4824,M097,2024-05-10,98,75.2,Tablet,HD
S215405,U4824,M149,2024-06-28,78,66.3,Desktop,4K
S215406,U4824,M102,2024-06-09,94,64.0,Desktop,HD
S215407,U4824,M174,2024-01-31,24,30.5,Desktop,4K
S215408,U4824,S026,2024-05-08,58,98.9,Mobile,HD
S215409,U4824,M139,2024-04-24,108,84.0,Mobile,HD
S215410,U4824,S010,2024-03-28,11,23.5,Smart TV,SD
S215411,U4824,M054,2024-02-25,81,83.4,Tablet,4K
S215412,U4824,M022,2024-07-05,108,74.1,Desktop,4K
S215413,U4824,S071,2024-03-06,18,50.7,Smart TV,4K
S215414,U4824,S057,2024-03-06,22,98.2,Smart TV,HD
S215415,U4824,M150,2024-02-29,30,24.7,Tablet,HD
S215416,U4824,M032,2024-05-08,32,24.5,Smart TV,4K
S215417,U4824,S093,2024-04-11,45,97.3,Mobile,SD
S215418,U4824,M040,2024-05-31,19,11.6,Tablet,4K
S215419,U4824,M035,2024-05-13,59,53.5,Smart TV,4K
S215420,U4824,M169,2024-02-13,89,56.8,Smart TV,HD
S215421,U4824,M098,2024-01-24,83,59.0,Desktop,SD
S215422,U4824,M047,2024-08-26,36,30.0,Mobile,SD
S215423,U4824,M127,2024-04-02,19,11.0,Smart TV,4K
S215424,U4825,M105,2024-07-14,28,27.5,Desktop,4K
S215425,U4825,M171,2024-02-15,89,61.5,Gaming Console,4K
S215426,U4825,M005,2024-08-01,147,87.5,Mobile,SD
S215427,U4825,M096,2024-04-17,56,67.0,Smart TV,SD
S215428,U4825,M181,2024-06-16,28,22.8,Smart TV,HD
S215429,U4825,M199,2024-04-08,139,79.7,Desktop,HD
S215430,U4825,M200,2024-03-05,90,74.5,Smart TV,HD
S215431,U4825,M085,2024-06-18,85,56.9,Mobile,HD
S215432,U4825,S083,2024-05-10,45,86.5,Tablet,4K
S215433,U4825,S023,2024-05-28,30,75.4,Smart TV,4K
S215434,U4825,M156,2024-01-11,137,78.4,Smart TV,SD
S215435,U4825,M079,2024-03-27,69,44.3,Desktop,4K
S215436,U4825,M119,2024-03-07,106,77.2,Smart TV,4K
S215437,U4825,S058,2024-02-04,36,63.4,Smart TV,4K
S215438,U4825,M071,2024-04-18,58,57.4,Gaming Console,HD
S215439,U4825,S029,2024-01-18,19,45.7,Smart TV,HD
S215440,U4825,S039,2024-04-30,5,10.3,Smart TV,4K
S215441,U4825,M108,2024-06-29,76,67.4,Desktop,HD
S215442,U4825,S040,2024-08-07,27,79.4,Smart TV,4K
S215443,U4825,M100,2024-05-20,68,47.4,Tablet,HD
S215444,U4825,S015,2024-01-13,6,20.6,Tablet,4K
S215445,U4825,M091,2024-04-17,87,71.9,Desktop,SD
S215446,U4825,M137,2024-05-01,115,92.8,Mobile,HD
S215447,U4825,S028,2024-05-03,16,36.7,Mobile,HD
S215448,U4825,M090,2024-04-24,60,69.9,Mobile,SD
S215449,U4825,S034,2024-06-06,26,98.3,Smart TV,HD
S215450,U4825,M126,2024-03-19,89,79.5,Mobile,4K
S215451,U4825,M197,2024-07-08,120,76.7,Smart TV,HD
S215452,U4825,S085,2024-04-07,26,100.0,Smart TV,HD
S215453,U4825,M171,2024-04-13,87,59.6,Smart TV,HD
S215454,U4825,M012,2024-04-22,77,74.7,Smart TV,HD
S215455,U4825,S043,2024-07-22,17,49.5,Smart TV,SD
S215456,U4825,M003,2024-04-04,15,15.3,Mobile,SD
S215457,U4825,M014,2024-04-15,116,95.3,Smart TV,HD
S215458,U4825,M102,2024-05-25,46,31.9,Smart TV,HD
S215459,U4825,S089,2024-02-02,24,61.6,Smart TV,SD
S215460,U4826,M085,2024-04-16,131,87.7,Smart TV,4K
S215461,U4826,M194,2024-02-18,105,100.0,Mobile,HD
S215462,U4826,M078,2024-02-21,122,79.3,Mobile,HD
S215463,U4826,M126,2024-07-30,90,80.4,Mobile,SD
S215464,U4826,M172,2024-01-15,90,64.1,Tablet,HD
S215465,U4826,M099,2024-07-21,125,78.8,Tablet,HD
S215466,U4826,M190,2024-08-28,113,95.9,Mobile,HD
S215467,U4826,M039,2024-04-28,83,81.1,Mobile,HD
S215468,U4826,S034,2024-04-29,19,73.4,Tablet,HD
S215469,U4826,S075,2024-05-06,30,79.8,Mobile,SD
S215470,U4826,M079,2024-07-10,154,98.9,Desktop,4K
S215471,U4826,M030,2024-02-02,50,34.8,Mobile,SD
S215472,U4826,S017,2024-08-10,30,80.2,Desktop,HD
S215473,U4826,M065,2024-06-18,95,94.1,Smart TV,HD
S215474,U4826,M131,2024-07-20,116,65.7,Smart TV,4K
S215475,U4826,M139,2024-06-03,105,81.8,Tablet,SD
S215476,U4826,M064,2024-01-12,91,81.2,Smart TV,HD
S215477,U4826,S091,2024-04-21,20,73.3,Smart TV,SD
S215478,U4826,M162,2024-04-25,113,97.9,Smart TV,HD
S215479,U4826,M049,2024-07-20,126,100.0,Tablet,HD
S215480,U4826,M148,2024-08-15,83,52.7,Mobile,HD
S215481,U4826,M114,2024-04-01,83,54.1,Mobile,HD
S215482,U4826,S011,2024-01-06,39,100.0,Smart TV,SD
S215483,U4826,M043,2024-04-19,113,84.9,Mobile,4K
S215484,U4826,M190,2024-06-04,113,96.1,Smart TV,4K
S215485,U4826,S074,2024-08-24,47,100.0,Gaming Console,HD
S215486,U4826,S074,2024-04-16,24,51.3,Smart TV,4K
S215487,U4826,S017,2024-08-04,33,89.3,Smart TV,4K
