user_id,age,country,subscription_type,registration_date,total_watch_time_hours,registration_month,total_sessions,avg_session_duration,total_session_minutes,avg_completion_rate,high_engagement_rate,weekend_usage_rate,movie_preference_rate,content_variety
U4039,53,Chile,Basic,2023-07-18,179.2,2023-07,16,90.38,1446,67.29,0.31,0.19,0.88,8
U4040,64,Mexico,Premium,2024-02-07,232.5,2024-02,25,87.08,2177,87.31,0.6,0.36,0.6,15
U4041,55,Argentina,Standard,2024-02-01,108.3,2024-02,71,81.42,5781,78.74,0.41,0.3,0.7,38
U4042,29,Peru,Basic,2023-04-04,88.9,2023-04,110,70.33,7736,77.21,0.5,0.35,0.63,52
U4043,20,Colombia,Premium,2023-05-13,127.9,2023-05,62,78.71,4880,86.4,0.6,0.27,0.6,27
U4044,37,Colombia,Premium,2023-08-27,445.2,2023-08,122,99.67,12160,89.67,0.77,0.2,0.77,55
U4045,23,Argentina,Standard,2022-09-30,106.5,2022-09,60,63.88,3833,73.0,0.45,0.47,0.5,31
U4046,39,Mexico,Premium,2022-07-06,466.0,2022-07,77,95.42,7347,91.46,0.82,0.38,0.73,37
U4047,18,Mexico,Basic,2023-02-25,487.3,2023-02,80,63.79,5103,60.55,0.2,0.16,0.71,41
U4048,18,Chile,Standard,2023-06-26,270.3,2023-06,97,88.19,8554,74.31,0.47,0.35,0.76,43
U4049,46,Colombia,Standard,2023-02-12,482.9,2023-02,143,84.43,12073,78.32,0.48,0.24,0.66,70
U4050,51,Mexico,Basic,2022-10-26,56.4,2022-10,25,88.44,2211,71.52,0.36,0.24,0.88,12
U4051,36,Chile,Standard,2023-01-29,296.3,2023-01,40,99.25,3970,88.06,0.6,0.4,0.7,20
U4052,35,Colombia,Basic,2024-02-14,143.8,2024-02,29,96.62,2802,81.49,0.41,0.24,0.86,11
U4053,19,Chile,Standard,2023-02-27,273.0,2023-02,108,73.81,7972,68.81,0.33,0.27,0.76,52
U4054,54,Mexico,Standard,2022-05-17,438.1,2022-05,131,86.15,11286,76.21,0.4,0.24,0.75,65
U4055,62,Chile,Basic,2022-06-10,48.9,2022-06,71,59.46,4222,56.48,0.17,0.35,0.8,34
U4056,62,Argentina,Standard,2022-06-22,519.6,2022-06,95,89.22,8476,75.29,0.47,0.33,0.82,44
U4057,63,Mexico,Standard,2022-10-04,506.4,2022-10,141,87.35,12316,78.57,0.5,0.23,0.77,65
U4058,60,Mexico,Basic,2022-03-17,287.3,2022-03,34,59.53,2024,58.19,0.09,0.29,0.79,18
U4059,20,Peru,Standard,2022-06-25,60.5,2022-06,25,64.84,1621,72.54,0.2,0.32,0.6,17
U4060,34,Colombia,Basic,2023-02-07,190.9,2023-02,77,73.71,5676,79.28,0.53,0.4,0.69,34
U4061,62,Mexico,Basic,2022-08-24,19.9,2022-08,87,76.89,6689,71.87,0.34,0.23,0.76,46
U4062,55,Chile,Basic,2022-07-31,218.1,2022-07,80,69.16,5533,68.89,0.34,0.31,0.68,40
U4063,23,Chile,Basic,2023-02-05,326.9,2023-02,28,68.21,1910,60.25,0.21,0.0,0.71,13
U4064,24,Argentina,Basic,2022-11-04,41.5,2022-11,31,72.94,2261,65.33,0.26,0.23,0.84,14
U4065,26,Peru,Premium,2022-04-08,34.7,2022-04,177,97.18,17200,89.24,0.73,0.3,0.74,75
U4066,42,Colombia,Premium,2022-09-09,967.0,2022-09,59,97.19,5734,86.67,0.66,0.19,0.81,32
U4067,47,Mexico,Standard,2022-09-13,437.1,2022-09,41,91.32,3744,85.31,0.66,0.29,0.68,23
U4068,39,Mexico,Standard,2023-04-17,48.3,2023-04,80,78.65,6292,84.65,0.61,0.11,0.56,41
U4069,26,Peru,Basic,2023-10-01,295.5,2023-10,37,71.84,2658,70.05,0.43,0.27,0.68,18
U4070,57,Mexico,Standard,2022-11-22,190.7,2022-11,90,72.89,6560,73.15,0.31,0.29,0.67,44
U4071,35,Peru,Standard,2022-03-04,301.5,2022-03,69,91.54,6316,85.88,0.59,0.12,0.75,29
U4072,39,Mexico,Basic,2022-01-21,383.1,2022-01,108,88.99,9611,76.38,0.44,0.2,0.78,50
U4073,29,Colombia,Standard,2023-07-18,31.7,2023-07,77,97.3,7492,84.37,0.6,0.31,0.82,38
U4074,61,Mexico,Standard,2023-06-06,254.8,2023-06,94,78.85,7412,79.42,0.47,0.26,0.72,43
U4075,27,Mexico,Standard,2022-06-09,69.9,2022-06,131,98.34,12883,88.58,0.64,0.3,0.77,61
U4076,41,Colombia,Basic,2023-07-30,101.9,2023-07,79,79.08,6247,67.49,0.2,0.23,0.81,39
U4077,25,Colombia,Standard,2023-12-09,561.6,2023-12,140,99.39,13915,87.67,0.64,0.34,0.79,65
U4078,32,Argentina,Premium,2022-11-18,675.4,2022-11,190,96.47,18330,90.12,0.78,0.24,0.75,81
U4079,43,Peru,Standard,2023-05-21,564.4,2023-05,65,85.0,5525,76.43,0.42,0.15,0.72,32
U4080,18,Mexico,Standard,2023-04-26,472.7,2023-04,61,88.64,5407,79.74,0.46,0.25,0.72,31
U4081,36,Mexico,Standard,2022-12-19,159.7,2022-12,61,102.16,6232,83.56,0.49,0.13,0.79,29
U4082,32,Peru,Premium,2022-11-09,756.1,2022-11,111,106.18,11786,92.1,0.84,0.36,0.82,56
U4083,53,Peru,Basic,2022-05-08,101.3,2022-05,38,62.89,2390,65.02,0.21,0.32,0.74,20
U4084,39,Argentina,Basic,2022-02-05,473.2,2022-02,97,79.84,7744,78.02,0.45,0.26,0.7,47
U4085,24,Mexico,Basic,2022-03-17,257.7,2022-03,76,67.32,5116,59.76,0.24,0.32,0.82,34
U4086,40,Argentina,Basic,2022-06-25,281.2,2022-06,25,66.28,1657,69.97,0.32,0.36,0.68,13
U4087,63,Argentina,Premium,2022-05-29,642.6,2022-05,194,92.43,17931,87.29,0.64,0.32,0.72,83
U4088,29,Argentina,Standard,2022-05-12,272.7,2022-05,125,88.97,11121,82.87,0.54,0.24,0.7,51
U4089,44,Colombia,Basic,2022-01-15,67.4,2022-01,49,59.59,2920,59.21,0.12,0.35,0.78,23
U4090,47,Mexico,Standard,2022-11-06,243.2,2022-11,110,84.74,9321,74.6,0.42,0.37,0.8,54
U4091,25,Argentina,Standard,2023-01-02,87.1,2023-01,37,105.54,3905,89.27,0.76,0.35,0.84,18
U4092,22,Argentina,Premium,2022-01-04,252.0,2022-01,152,99.74,15161,88.93,0.71,0.39,0.7,68
U4093,20,Peru,Basic,2023-10-07,362.2,2023-10,44,61.95,2726,63.88,0.2,0.25,0.61,26
U4094,35,Colombia,Basic,2023-01-09,284.3,2023-01,69,78.17,5394,74.22,0.52,0.17,0.7,31
U4095,51,Colombia,Premium,2023-08-03,575.1,2023-08,49,101.61,4979,83.72,0.61,0.33,0.82,21
U4096,57,Chile,Basic,2022-12-07,113.8,2022-12,77,81.04,6240,71.4,0.4,0.18,0.78,38
U4097,40,Colombia,Standard,2022-11-23,583.4,2022-11,140,86.61,12125,85.54,0.63,0.26,0.64,65
U4098,22,Argentina,Standard,2023-11-07,588.8,2023-11,137,79.64,10910,73.86,0.47,0.27,0.7,64
U4099,62,Peru,Basic,2024-01-19,166.0,2024-01,111,70.82,7861,67.69,0.3,0.22,0.68,55
U4100,64,Argentina,Premium,2022-05-26,183.5,2022-05,182,92.25,16790,87.25,0.65,0.3,0.73,84
U4101,46,Chile,Standard,2023-12-13,67.1,2023-12,22,66.09,1454,67.92,0.27,0.05,0.64,12
U4102,25,Argentina,Basic,2023-04-02,492.9,2023-04,102,84.3,8599,82.46,0.57,0.31,0.67,50
U4103,38,Argentina,Basic,2022-08-11,468.9,2022-08,37,96.97,3588,76.63,0.51,0.41,0.92,17
U4104,49,Argentina,Premium,2022-06-17,877.1,2022-06,113,83.15,9396,87.09,0.65,0.27,0.58,61
U4105,31,Colombia,Basic,2022-09-19,158.3,2022-09,49,74.69,3660,73.41,0.37,0.39,0.67,26
U4106,41,Colombia,Standard,2023-02-04,137.1,2023-02,41,80.39,3296,77.84,0.51,0.39,0.66,22
U4107,55,Mexico,Basic,2022-09-03,63.3,2022-09,88,69.81,6143,62.08,0.33,0.39,0.83,41
U4108,30,Mexico,Premium,2024-01-29,384.8,2024-01,30,102.33,3070,83.98,0.6,0.0,0.9,13
U4109,61,Argentina,Standard,2022-09-03,318.2,2022-09,144,75.65,10894,71.84,0.41,0.26,0.69,72
U4110,55,Chile,Standard,2022-06-29,337.1,2022-06,34,79.5,2703,73.43,0.47,0.18,0.68,17
U4111,51,Argentina,Standard,2022-11-08,387.3,2022-11,21,72.52,1523,60.78,0.19,0.33,0.67,12
U4112,62,Chile,Standard,2022-06-06,37.1,2022-06,27,97.3,2627,81.7,0.48,0.22,0.78,13
U4113,37,Colombia,Premium,2024-02-29,662.5,2024-02,107,97.05,10384,89.85,0.71,0.29,0.83,48
U4114,18,Mexico,Basic,2023-09-10,186.5,2023-09,47,51.47,2419,53.92,0.17,0.38,0.66,23
U4115,38,Chile,Premium,2022-05-25,585.4,2022-05,168,89.77,15082,89.25,0.7,0.26,0.67,68
U4116,20,Argentina,Premium,2022-03-03,747.9,2022-03,63,101.89,6419,85.35,0.6,0.27,0.73,25
U4117,46,Mexico,Basic,2022-05-23,224.4,2022-05,24,85.92,2062,67.7,0.04,0.0,0.92,11
U4118,34,Chile,Standard,2024-01-16,356.7,2024-01,84,97.17,8162,86.01,0.58,0.36,0.71,43
U4119,28,Mexico,Basic,2024-01-06,473.4,2024-01,123,83.89,10318,75.39,0.49,0.33,0.72,61
U4120,65,Argentina,Standard,2022-03-03,262.2,2022-03,69,75.77,5228,82.6,0.65,0.22,0.62,36
U4121,43,Mexico,Premium,2023-08-21,957.3,2023-08,28,85.93,2406,88.21,0.68,0.43,0.57,16
U4122,47,Chile,Standard,2022-04-30,137.5,2022-04,34,71.21,2421,73.91,0.32,0.06,0.62,15
U4123,46,Argentina,Premium,2023-09-18,327.7,2023-09,33,105.3,3475,87.97,0.7,0.39,0.91,14
U4124,26,Mexico,Premium,2023-08-10,353.4,2023-08,66,89.18,5886,86.57,0.73,0.18,0.7,32
U4125,64,Chile,Premium,2022-01-02,143.5,2022-01,137,96.14,13171,84.79,0.58,0.31,0.8,65
U4126,52,Mexico,Basic,2022-11-02,35.5,2022-11,38,66.37,2522,58.77,0.18,0.29,0.82,20
U4127,36,Chile,Premium,2023-09-09,751.9,2023-09,28,100.57,2816,86.5,0.75,0.14,0.86,14
U4128,41,Argentina,Premium,2022-10-13,78.2,2022-10,172,87.9,15118,86.03,0.56,0.29,0.73,77
U4129,30,Colombia,Basic,2023-06-30,14.3,2023-06,76,77.86,5917,76.54,0.39,0.2,0.72,33
U4130,41,Peru,Basic,2023-02-04,463.7,2023-02,74,72.73,5382,64.15,0.36,0.31,0.76,38
U4131,19,Argentina,Standard,2022-12-06,388.9,2022-12,30,99.53,2986,81.72,0.63,0.2,0.73,15
U4132,56,Mexico,Premium,2024-02-12,278.1,2024-02,171,92.38,15797,86.89,0.7,0.29,0.73,82
U4133,44,Peru,Premium,2023-04-28,962.2,2023-04,29,80.1,2323,82.04,0.59,0.17,0.59,15
U4134,27,Chile,Standard,2023-06-11,343.1,2023-06,62,95.79,5939,89.11,0.74,0.29,0.73,29
U4135,21,Colombia,Premium,2023-01-26,564.9,2023-01,187,86.24,16126,85.0,0.59,0.34,0.73,77
U4136,64,Colombia,Standard,2023-08-13,157.3,2023-08,136,80.05,10887,80.9,0.61,0.29,0.62,58
U4137,55,Chile,Basic,2022-07-29,412.5,2022-07,38,58.63,2228,57.18,0.11,0.13,0.74,19
U4138,45,Peru,Basic,2023-09-22,367.6,2023-09,105,65.47,6874,69.03,0.34,0.33,0.64,45
U4139,28,Mexico,Basic,2024-02-24,14.4,2024-02,107,84.6,9052,74.01,0.38,0.3,0.79,51
U4140,23,Chile,Standard,2022-05-05,542.5,2022-05,129,79.9,10307,73.73,0.37,0.23,0.71,63
U4141,48,Chile,Standard,2023-04-18,246.3,2023-04,28,100.71,2820,80.12,0.46,0.29,0.82,13
U4142,60,Argentina,Basic,2023-09-23,198.7,2023-09,40,71.3,2852,67.06,0.35,0.32,0.82,20
U4143,30,Peru,Basic,2022-01-24,471.8,2022-01,112,80.3,8994,76.79,0.45,0.21,0.66,51
U4144,38,Colombia,Basic,2022-06-01,161.3,2022-06,63,87.38,5505,73.26,0.51,0.25,0.87,33
U4145,58,Mexico,Standard,2022-02-09,401.3,2022-02,151,76.85,11605,77.4,0.47,0.23,0.68,63
U4146,65,Colombia,Premium,2022-10-18,202.7,2022-10,178,88.74,15795,86.13,0.64,0.37,0.71,73
U4147,58,Colombia,Premium,2023-07-13,89.7,2023-07,27,101.37,2737,89.56,0.67,0.3,0.7,13
U4148,22,Chile,Standard,2022-03-02,491.2,2022-03,64,84.19,5388,85.67,0.64,0.39,0.64,32
U4149,31,Mexico,Premium,2022-11-21,235.8,2022-11,102,106.87,10901,92.85,0.8,0.34,0.79,42
U4150,32,Argentina,Premium,2023-04-19,492.2,2023-04,134,95.43,12788,88.54,0.68,0.25,0.75,62
U4151,37,Mexico,Basic,2022-01-27,190.1,2022-01,124,67.78,8405,68.32,0.31,0.27,0.66,55
U4152,40,Chile,Basic,2023-07-28,429.6,2023-07,25,52.68,1317,67.12,0.24,0.36,0.44,16
U4153,55,Colombia,Basic,2023-04-09,18.3,2023-04,105,70.63,7416,57.53,0.28,0.21,0.86,49
U4154,41,Colombia,Basic,2023-03-17,496.3,2023-03,94,72.77,6840,67.48,0.29,0.18,0.73,44
U4155,50,Chile,Premium,2023-08-24,280.3,2023-08,56,80.12,4487,83.28,0.54,0.3,0.68,29
U4156,47,Argentina,Basic,2023-08-22,371.6,2023-08,93,75.46,7018,69.23,0.23,0.28,0.73,40
U4157,33,Argentina,Premium,2023-02-28,857.0,2023-02,112,97.07,10872,90.43,0.8,0.26,0.67,51
U4158,34,Colombia,Basic,2023-08-02,286.0,2023-08,107,79.03,8456,72.79,0.42,0.27,0.72,57
U4159,37,Colombia,Basic,2024-01-11,249.3,2024-01,66,74.59,4923,77.87,0.48,0.27,0.67,33
U4160,23,Colombia,Basic,2022-06-10,14.8,2022-06,75,62.64,4698,59.59,0.17,0.2,0.79,32
U4161,64,Mexico,Basic,2023-05-18,169.8,2023-05,45,74.07,3333,66.06,0.22,0.22,0.71,23
U4162,42,Colombia,Standard,2023-02-14,538.6,2023-02,79,79.42,6274,78.83,0.49,0.23,0.66,43
U4163,59,Mexico,Basic,2023-04-17,180.1,2023-04,41,70.88,2906,64.84,0.17,0.17,0.68,20
U4164,27,Mexico,Basic,2023-07-26,118.6,2023-07,79,69.05,5455,71.75,0.37,0.29,0.62,43
U4165,41,Mexico,Standard,2022-04-08,420.9,2022-04,156,83.81,13075,75.02,0.37,0.31,0.78,68
U4166,57,Mexico,Standard,2024-01-24,142.0,2024-01,144,75.42,10860,72.38,0.42,0.35,0.74,67
U4167,26,Chile,Standard,2023-05-15,291.2,2023-05,149,92.42,13770,86.78,0.66,0.35,0.72,72
U4168,36,Colombia,Basic,2023-05-25,438.6,2023-05,82,73.17,6000,71.35,0.4,0.34,0.8,41
U4169,25,Mexico,Standard,2022-02-03,333.9,2022-02,49,80.94,3966,83.53,0.55,0.24,0.67,21
U4170,28,Mexico,Premium,2023-03-30,797.7,2023-03,202,99.67,20134,92.8,0.82,0.35,0.76,85
U4171,36,Mexico,Standard,2024-02-10,225.8,2024-02,107,89.93,9622,87.25,0.67,0.21,0.69,52
U4172,31,Colombia,Premium,2022-02-25,688.4,2022-02,171,101.2,17305,90.12,0.76,0.28,0.73,74
U4173,23,Chile,Basic,2022-01-02,296.7,2022-01,54,63.28,3417,61.06,0.22,0.26,0.65,26
U4174,45,Mexico,Basic,2023-02-09,208.1,2023-02,46,62.0,2852,58.84,0.07,0.17,0.78,24
U4175,64,Mexico,Basic,2023-09-04,169.5,2023-09,85,76.19,6476,67.54,0.27,0.34,0.71,41
U4176,56,Mexico,Standard,2022-07-27,378.2,2022-07,44,88.93,3913,75.33,0.55,0.36,0.89,18
U4177,57,Colombia,Premium,2023-09-30,31.1,2023-09,137,86.59,11863,85.22,0.6,0.24,0.68,68
U4178,47,Colombia,Basic,2022-10-17,384.1,2022-10,44,80.82,3556,65.27,0.14,0.27,0.73,21
U4179,29,Peru,Basic,2022-11-18,171.8,2022-11,43,71.53,3076,73.85,0.4,0.37,0.72,22
U4180,30,Argentina,Basic,2022-04-27,364.2,2022-04,24,93.17,2236,80.34,0.46,0.25,0.83,12
U4181,21,Colombia,Premium,2022-06-26,455.9,2022-06,35,96.51,3378,85.72,0.74,0.26,0.74,18
U4182,30,Mexico,Basic,2023-07-12,303.6,2023-07,27,75.81,2047,77.7,0.48,0.41,0.67,14
U4183,49,Colombia,Premium,2022-05-31,941.8,2022-05,59,84.81,5004,87.96,0.69,0.41,0.66,34
U4184,20,Argentina,Basic,2022-08-30,53.0,2022-08,87,52.95,4607,59.77,0.25,0.34,0.57,46
U4185,21,Argentina,Basic,2022-06-21,435.1,2022-06,121,70.37,8515,67.8,0.29,0.26,0.71,50
U4186,27,Mexico,Basic,2022-01-05,460.3,2022-01,77,76.56,5895,74.95,0.58,0.27,0.68,38
U4187,59,Peru,Basic,2022-07-30,225.7,2022-07,87,76.3,6638,65.71,0.29,0.24,0.78,39
U4188,42,Argentina,Standard,2023-02-08,496.8,2023-02,125,80.78,10097,73.18,0.4,0.25,0.78,59
U4189,27,Mexico,Standard,2023-09-28,190.6,2023-09,66,100.21,6614,88.02,0.74,0.39,0.71,34
U4190,62,Colombia,Premium,2023-05-13,577.5,2023-05,173,96.51,16696,84.71,0.63,0.2,0.81,78
U4191,60,Mexico,Basic,2023-06-23,412.8,2023-06,26,54.92,1428,60.94,0.12,0.15,0.65,12
U4192,26,Colombia,Standard,2022-07-08,575.5,2022-07,31,92.52,2868,89.22,0.68,0.32,0.55,15
U4193,32,Argentina,Standard,2024-02-29,440.8,2024-02,131,92.08,12063,85.45,0.6,0.29,0.75,64
U4194,23,Peru,Premium,2022-08-23,479.5,2022-08,45,94.27,4242,83.51,0.58,0.18,0.8,21
U4195,59,Mexico,Basic,2022-01-29,334.6,2022-01,96,61.23,5878,63.41,0.14,0.11,0.69,41
U4196,20,Colombia,Premium,2022-03-23,118.9,2022-03,164,88.32,14484,86.58,0.66,0.21,0.72,73
U4197,27,Mexico,Basic,2022-01-09,207.1,2022-01,36,89.83,3234,80.07,0.58,0.17,0.75,19
U4198,28,Mexico,Basic,2023-02-27,135.8,2023-02,119,80.72,9606,74.56,0.34,0.29,0.72,54
U4199,27,Argentina,Basic,2022-03-18,27.9,2022-03,37,82.05,3036,86.53,0.68,0.38,0.7,22
U4200,45,Chile,Premium,2023-06-19,186.7,2023-06,149,90.6,13500,88.74,0.73,0.36,0.69,64
U4201,51,Colombia,Basic,2022-10-30,310.5,2022-10,108,64.94,7014,60.7,0.2,0.26,0.74,50
U4202,59,Mexico,Standard,2023-05-05,162.8,2023-05,31,79.65,2469,73.92,0.42,0.23,0.81,14
U4203,48,Colombia,Basic,2022-10-26,485.0,2022-10,125,76.52,9565,67.95,0.3,0.38,0.79,54
U4204,56,Colombia,Standard,2024-02-21,225.9,2024-02,97,84.53,8199,74.29,0.41,0.32,0.69,50
U4205,40,Mexico,Basic,2023-05-10,129.9,2023-05,81,90.28,7313,75.1,0.37,0.35,0.7,34
U4206,35,Argentina,Basic,2023-06-18,447.8,2023-06,61,84.34,5145,70.18,0.41,0.2,0.79,27
U4207,62,Mexico,Premium,2022-11-13,44.3,2022-11,69,88.74,6123,85.98,0.61,0.26,0.74,32
U4208,22,Argentina,Standard,2023-10-23,94.0,2023-10,104,85.87,8930,78.01,0.49,0.28,0.76,52
U4209,34,Mexico,Standard,2023-01-24,319.8,2023-01,93,99.11,9217,87.01,0.68,0.4,0.77,49
U4210,18,Mexico,Standard,2022-05-21,434.5,2022-05,54,82.59,4460,75.46,0.33,0.19,0.78,28
U4211,29,Mexico,Standard,2022-02-11,35.1,2022-02,141,97.67,13771,90.14,0.77,0.28,0.78,65
U4212,32,Argentina,Basic,2023-02-22,182.6,2023-02,85,74.98,6373,76.86,0.42,0.25,0.69,42
U4213,41,Colombia,Standard,2023-01-08,231.6,2023-01,74,81.93,6063,73.45,0.45,0.47,0.86,33
U4214,33,Mexico,Standard,2023-05-05,420.0,2023-05,49,87.78,4301,84.77,0.59,0.16,0.71,24
U4215,52,Colombia,Standard,2022-07-21,32.1,2022-07,107,81.23,8692,75.77,0.47,0.29,0.73,51
U4216,27,Colombia,Standard,2024-02-22,40.2,2024-02,25,91.4,2285,91.99,0.88,0.36,0.68,13
U4217,35,Colombia,Standard,2023-06-21,460.2,2023-06,106,93.08,9866,85.65,0.63,0.24,0.79,48
U4218,55,Colombia,Basic,2022-02-26,306.6,2022-02,26,63.5,1651,51.83,0.08,0.35,0.73,16
U4219,34,Mexico,Standard,2022-07-02,574.8,2022-07,57,87.68,4998,79.88,0.47,0.25,0.77,27
U4220,21,Mexico,Premium,2022-07-21,53.6,2022-07,41,90.0,3690,85.02,0.46,0.24,0.68,21
U4221,51,Colombia,Basic,2024-03-01,188.0,2024-03,117,69.11,8086,65.97,0.27,0.35,0.76,51
U4222,28,Mexico,Standard,2022-10-15,201.6,2022-10,152,88.16,13400,87.92,0.7,0.36,0.68,67
U4223,61,Chile,Premium,2022-08-18,218.9,2022-08,160,92.46,14794,88.36,0.69,0.29,0.74,74
U4224,62,Colombia,Standard,2023-12-12,254.0,2023-12,102,77.62,7917,76.25,0.45,0.29,0.72,53
U4225,49,Colombia,Standard,2023-02-18,263.2,2023-02,95,68.29,6488,65.18,0.33,0.25,0.74,43
U4226,40,Colombia,Standard,2022-09-20,134.1,2022-09,136,91.77,12481,82.76,0.57,0.29,0.74,60
U4227,64,Mexico,Basic,2022-10-08,176.7,2022-10,66,60.61,4000,65.17,0.18,0.26,0.67,34
U4228,33,Colombia,Standard,2022-01-04,330.3,2022-01,110,92.73,10200,88.49,0.75,0.3,0.67,54
U4229,42,Mexico,Basic,2024-02-15,275.3,2024-02,121,69.19,8372,68.29,0.26,0.34,0.7,51
U4230,57,Chile,Premium,2023-01-01,167.1,2023-01,56,97.38,5453,91.19,0.77,0.32,0.77,29
U4231,48,Peru,Standard,2023-05-14,93.7,2023-05,123,84.45,10387,75.84,0.45,0.28,0.76,56
U4232,25,Argentina,Premium,2022-07-11,84.3,2022-07,36,113.42,4083,87.4,0.69,0.28,0.86,18
U4233,55,Chile,Standard,2023-08-19,410.2,2023-08,59,84.69,4997,77.16,0.41,0.34,0.75,26
U4234,26,Mexico,Basic,2022-08-24,363.0,2022-08,53,74.58,3953,76.91,0.42,0.32,0.68,27
U4235,61,Mexico,Standard,2022-04-12,284.9,2022-04,44,54.82,2412,68.66,0.45,0.3,0.52,24
U4236,53,Chile,Premium,2023-08-30,894.1,2023-08,161,93.11,14991,88.43,0.73,0.31,0.73,67
U4237,48,Colombia,Basic,2023-01-10,192.0,2023-01,52,70.87,3685,64.12,0.44,0.35,0.73,24
U4238,25,Colombia,Standard,2023-09-06,377.7,2023-09,142,98.61,14002,86.82,0.62,0.4,0.81,60
U4239,48,Colombia,Premium,2023-01-01,563.4,2023-01,72,88.18,6349,88.11,0.68,0.32,0.69,34
U4240,29,Argentina,Standard,2023-06-21,21.9,2023-06,111,95.81,10635,88.36,0.67,0.39,0.7,49
U4241,44,Chile,Basic,2023-01-17,92.1,2023-01,115,77.53,8916,71.08,0.3,0.31,0.79,50
U4242,25,Argentina,Standard,2023-02-26,387.6,2023-02,100,97.03,9703,87.45,0.7,0.32,0.7,44
U4243,46,Peru,Standard,2023-01-13,413.8,2023-01,111,87.67,9731,76.78,0.44,0.22,0.76,49
U4244,50,Chile,Standard,2023-11-16,87.3,2023-11,140,88.08,12331,80.62,0.53,0.33,0.76,60
U4245,19,Mexico,Basic,2022-12-20,261.6,2022-12,117,67.87,7941,64.03,0.21,0.19,0.74,54
U4246,21,Argentina,Standard,2022-11-08,443.6,2022-11,142,82.67,11739,76.21,0.46,0.35,0.73,67
U4247,62,Argentina,Premium,2022-05-27,384.1,2022-05,67,98.27,6584,84.66,0.63,0.27,0.76,32
U4248,19,Colombia,Standard,2022-09-25,192.3,2022-09,108,83.86,9057,76.05,0.52,0.44,0.8,53
U4249,48,Peru,Basic,2022-09-25,358.0,2022-09,72,51.83,3732,56.46,0.24,0.32,0.64,37
U4250,37,Argentina,Premium,2023-08-09,85.7,2023-08,100,93.79,9379,93.04,0.86,0.36,0.71,49
U4251,40,Mexico,Basic,2022-11-22,443.1,2022-11,126,73.87,9308,74.23,0.37,0.22,0.79,58
U4252,57,Mexico,Premium,2022-11-02,734.7,2022-11,75,83.67,6275,82.68,0.53,0.19,0.68,38
U4253,53,Mexico,Basic,2023-07-10,226.8,2023-07,36,77.81,2801,77.33,0.39,0.47,0.69,18
U4254,48,Mexico,Standard,2023-06-10,369.7,2023-06,62,77.66,4815,75.46,0.45,0.45,0.71,32
U4255,28,Chile,Basic,2022-01-24,549.8,2022-01,94,83.46,7845,74.43,0.37,0.2,0.7,49
U4256,22,Chile,Basic,2022-08-21,294.1,2022-08,79,68.08,5378,62.34,0.33,0.29,0.73,39
U4257,35,Peru,Basic,2023-12-30,433.5,2023-12,99,80.8,7999,72.73,0.35,0.27,0.77,46
U4258,55,Mexico,Basic,2022-02-24,182.2,2022-02,115,75.2,8648,64.75,0.24,0.33,0.8,56
U4259,51,Mexico,Standard,2022-05-12,382.7,2022-05,76,87.87,6678,77.99,0.37,0.38,0.78,33
U4260,51,Chile,Basic,2022-08-17,137.2,2022-08,21,63.19,1327,63.06,0.33,0.1,0.81,8
U4261,65,Mexico,Standard,2022-09-06,411.7,2022-09,45,98.38,4427,82.07,0.49,0.36,0.73,21
U4262,34,Colombia,Premium,2022-03-14,889.7,2022-03,166,99.57,16528,91.6,0.8,0.31,0.69,66
U4263,41,Mexico,Premium,2023-03-16,906.9,2023-03,165,97.48,16084,88.93,0.75,0.35,0.75,72
U4264,35,Colombia,Basic,2024-01-07,355.6,2024-01,56,75.04,4202,72.37,0.36,0.2,0.73,30
U4265,53,Colombia,Basic,2023-09-07,414.2,2023-09,18,34.28,617,55.72,0.22,0.11,0.28,10
U4266,59,Argentina,Basic,2023-05-14,170.9,2023-05,29,74.97,2174,64.8,0.31,0.24,0.79,13
U4267,44,Mexico,Basic,2023-01-01,36.8,2023-01,55,58.8,3234,59.08,0.22,0.35,0.71,30
U4268,27,Mexico,Premium,2023-04-21,432.0,2023-04,44,104.48,4597,88.46,0.75,0.25,0.8,22
U4269,37,Mexico,Premium,2023-09-22,215.2,2023-09,186,99.5,18507,88.84,0.77,0.27,0.77,82
U4270,43,Argentina,Basic,2023-01-29,339.6,2023-01,53,63.87,3385,61.0,0.23,0.32,0.72,26
U4271,31,Argentina,Basic,2022-08-30,77.1,2022-08,86,80.81,6950,73.14,0.31,0.24,0.79,42
U4272,32,Chile,Standard,2023-12-14,330.8,2023-12,59,87.31,5151,83.36,0.61,0.44,0.73,23
U4273,28,Colombia,Standard,2023-12-01,43.7,2023-12,134,91.97,12324,86.0,0.65,0.33,0.74,63
U4274,31,Chile,Basic,2023-12-21,141.6,2023-12,14,59.71,836,77.41,0.5,0.29,0.64,8
U4275,20,Mexico,Standard,2022-12-22,375.7,2022-12,23,84.04,1933,62.17,0.17,0.3,0.91,11
U4276,32,Colombia,Basic,2023-06-20,113.1,2023-06,99,85.81,8495,80.27,0.58,0.3,0.78,44
U4277,48,Colombia,Basic,2023-12-18,313.6,2023-12,65,66.63,4331,61.63,0.31,0.25,0.8,27
U4278,56,Argentina,Basic,2023-05-26,54.4,2023-05,107,69.44,7430,65.02,0.24,0.27,0.69,54
